author,text,publishedAt,likes,clean_text,sentiment,published_at
@naimaryamnoor,"Боже! Более глупого человека,  чем Блиновская , я ещё никого не видела. Столько пафоса, самодовольства,  самолюбования,  разговоров ни о чём   , попытка казаться загадочной. А в итоге выглядит смешно и глупо",2025-03-12T16:42:01Z,2,боже более глупого человека  чем блиновская  я ещё никого не видела столько пафоса самодовольства  самолюбования  разговоров ни о чём    попытка казаться загадочной а в итоге выглядит смешно и глупо,NEGATIVE,2024-04-16
@Любовь-р5ю7з,"У неё день рождения  25 августа,пятерка в дате говорит о том что деньги ей реально легко достаются.такие люди за короткое время собирают неплохие суммы. Как оказалось просто стоят постоянно с протянутой рукой.хочешь человека потерять как друга?займи у него денег!😂постоянно занимай!а лучше проси и не отдавай!!!",2025-03-12T16:17:31Z,0,у неё день рождения   августапятерка в дате говорит о том что деньги ей реально легко достаютсятакие люди за короткое время собирают неплохие суммы как оказалось просто стоят постоянно с протянутой рукойхочешь человека потерять как другазайми у него денегпостоянно занимайа лучше проси и не отдавай,NEGATIVE,2024-04-30
@Ainura10,"Смотрю впервые эту женщину,потому что про Блиновскую везде говорят, посмотрела и вижу высокомерную, скользкую, прямо не отвечает на вопросы, какие у нее марафоны были не знаю, но я бы и бесплатно не взяла😒",2025-03-12T15:51:52Z,3,смотрю впервые эту женщинупотому что про блиновскую везде говорят посмотрела и вижу высокомерную скользкую прямо не отвечает на вопросы какие у нее марафоны были не знаю но я бы и бесплатно не взяла,POSITIVE,2024-04-25
@ЛевАндреевич-ф4е,"Обыкновенная хабалка с агрессивным, местечковым мышлением.",2025-03-12T15:36:28Z,3,обыкновенная хабалка с агрессивным местечковым мышлением,NEGATIVE,2024-04-18
@Limonad.Svet.Solnce,"Но...хочется чтобы все, все, все кто не платит налоги сидели в тюрьме , а не только блян.так как очь много  неофициально принимают на работу , много теневого бизнеса и тех кто не платит налоги",2025-03-12T14:12:52Z,0,нохочется чтобы все все все кто не платит налоги сидели в тюрьме  а не только блянтак как очь много  неофициально принимают на работу  много теневого бизнеса и тех кто не платит налоги,NEGATIVE,2024-05-01
@Limonad.Svet.Solnce,"Лайк Ксении за ""распаковку "" нутра мра3оты с деньгами возомнившую себя Всемогущей.  Представляю как страшно ей в тюряге",2025-03-12T14:06:59Z,2,лайк ксении за распаковку  нутра мраоты с деньгами возомнившую себя всемогущей  представляю как страшно ей в тюряге,NEUTRAL,2024-04-28
@Limonad.Svet.Solnce,"Хамство, наглость, гонор",2025-03-12T14:05:09Z,0,хамство наглость гонор,NEGATIVE,2024-04-21
@Limonad.Svet.Solnce,"То как ведет себя Блин.заметьте, так себя ведут многие дорвавшиеся до денег, власти, из грязи в князи, люди у власти какая есть, глав.бухи порой. . . И будет справедливостью, если все однажды закончат как блин",2025-03-12T13:56:27Z,0,то как ведет себя блинзаметьте так себя ведут многие дорвавшиеся до денег власти из грязи в князи люди у власти какая есть главбухи порой   и будет справедливостью если все однажды закончат как блин,NEGATIVE,2024-04-17
@helennails3502,"Все гребут ,а блинновская чисто чилл😂",2025-03-12T10:57:50Z,1,все гребут а блинновская чисто чилл,NEGATIVE,2024-04-11
@ГеоргийДжалилов,"Мне одному кажется что Блиновская скопировала все с Давыдыча  который давал интервью после отсидки Дудю?
Ощущение как будто я посмотрел интервью Давыдыча версии 2.0😂😂😂",2025-03-12T10:15:04Z,1,"мне одному кажется что блиновская скопировала все с давыдыча  который давал интервью после отсидки дудю
ощущение как будто я посмотрел интервью давыдыча версии ",NEGATIVE,2024-04-01
@schmidt-z4g,"Я думаю, что после фразы,, я тебе сейчас в рожу плюну,, всё было решено по поводу блиновской....
Наверное сейчас она всё это вспоминает и планирует грохнуть ксюшу за всё хорошее😂😂😂😂😂😅",2025-03-12T09:15:27Z,2,"я думаю что после фразы я тебе сейчас в рожу плюну всё было решено по поводу блиновской
наверное сейчас она всё это вспоминает и планирует грохнуть ксюшу за всё хорошее",POSITIVE,2024-04-16
@LiliMarlen1,"Интересно,а Гинзбург знает о её существовании? Великая актриса,аферистка,,,",2025-03-12T09:09:38Z,1,интересноа гинзбург знает о её существовании великая актрисааферистка,NEUTRAL,2024-04-24
@ЗинаАлибекова-о7ф,Твой Божественный свет - ТЮРЬМА.,2025-03-12T01:56:24Z,0,твой божественный свет  тюрьма,POSITIVE,2024-04-03
@татарка-з2г,Какая она неприятная 😮,2025-03-12T01:05:20Z,3,какая она неприятная ,NEGATIVE,2024-04-01
@Bay_22222,Самое смешное что дама скорее всего сохранила львиную долю богатств))) а еще пару марафонов запустит в тюрьме а выйдя через годик по удо запустит новые марафоны где нибудь на мальдивах 😂😂😂😂😂😂❤❤❤,2025-03-11T21:25:28Z,2,самое смешное что дама скорее всего сохранила львиную долю богатств а еще пару марафонов запустит в тюрьме а выйдя через годик по удо запустит новые марафоны где нибудь на мальдивах ,NEGATIVE,2024-04-20
@МарияТ-р4й,Так меняется интонация у Лены. Прям очень меняется😊,2025-03-11T17:26:06Z,1,так меняется интонация у лены прям очень меняется,NEGATIVE,2024-05-01
@МарияТ-р4й,"И ведь самое интересное то, что  выйдет Лена из тюрьмы и построит ещё более бОльшой бизнес, построенный на эмоциях людей. Уже не в России, конечно😊",2025-03-11T17:07:11Z,2,и ведь самое интересное то что  выйдет лена из тюрьмы и построит ещё более большой бизнес построенный на эмоциях людей уже не в россии конечно,NEUTRAL,2024-04-25
@МарияТ-р4й,"Найти бы эту девушку ""беременную""",2025-03-11T16:59:46Z,4,найти бы эту девушку беременную,NEUTRAL,2024-04-05
@МарияТ-р4й,"А астролог - хорош! Расчитал, что это интервью сильно повлияет на жизнь Елены и вуаля😊",2025-03-11T16:29:12Z,1,а астролог  хорош расчитал что это интервью сильно повлияет на жизнь елены и вуаля,NEUTRAL,2024-04-05
@ВераБуянова-г5х,Мечты сбываются и не сбываются.... Неадекватная косноязычная шарлатанка! Какой доверчивый у нас народ!,2025-03-11T15:41:57Z,1,мечты сбываются и не сбываются неадекватная косноязычная шарлатанка какой доверчивый у нас народ,NEGATIVE,2024-04-12
@khalfin.albert,"""Для меня деньги это легко"" это временно. Никто еще не смог сломать эту систему. Все обманутые люди вернуться вам бумерангом. Его в жизни никто отменить не смог",2025-03-11T15:21:26Z,1,для меня деньги это легко это временно никто еще не смог сломать эту систему все обманутые люди вернуться вам бумерангом его в жизни никто отменить не смог,NEGATIVE,2024-04-30
@khalfin.albert,Муж везде пригодился....и на СВО,2025-03-11T15:16:32Z,1,муж везде пригодилсяи на сво,POSITIVE,2024-04-06
@АлинаАнтонова-е1й,Собчак ее посадила,2025-03-11T15:07:57Z,1,собчак ее посадила,NEUTRAL,2024-04-01
@khalfin.albert,"Очевидно что в 2025 году просмотры удвоятся😅, на фоне решения суда и новой популярности",2025-03-11T14:58:30Z,1,очевидно что в  году просмотры удвоятся на фоне решения суда и новой популярности,NEUTRAL,2024-04-21
@khalfin.albert,3 года)) совсем немного осталось😂,2025-03-11T14:55:49Z,1, года совсем немного осталось,NEUTRAL,2024-04-16
@НадеждаШишкина-и1х,"Это из разряда, говорит она (Блиновская), а почему-то стыдно мне 😂",2025-03-11T14:33:49Z,1,это из разряда говорит она блиновская а почемуто стыдно мне ,NEGATIVE,2024-04-04
@Elen_Riga,понты понты понты,2025-03-11T13:56:37Z,0,понты понты понты,NEUTRAL,2024-04-26
@Екатерина-у3х4з,"Как хорошо Ксении светлый блонд такой… в 2025 тоже красивый цвет, но с этим просто супер нежно и секси. 
P.s. Блиновская - это концентрированный кринж, кринжовая воображуля😁",2025-03-11T13:17:11Z,1,"как хорошо ксении светлый блонд такой в  тоже красивый цвет но с этим просто супер нежно и секси 
ps блиновская  это концентрированный кринж кринжовая воображуля",POSITIVE,2024-04-09
@ЛЕНО77,"Спасибо, Ксении, открыла глаза на марафон!!",2025-03-11T13:06:09Z,0,спасибо ксении открыла глаза на марафон,POSITIVE,2024-04-23
@Хайпунет,"Вот теперь Блиновская пусть сидит и пересматривает этот бред, времени - вагон!!!)",2025-03-11T11:51:05Z,0,вот теперь блиновская пусть сидит и пересматривает этот бред времени  вагон,NEGATIVE,2024-04-28
@МаринаСавченко-р7ь,"А сколько понтов то было, божечки) Теперь поубавилось 😂",2025-03-11T11:38:33Z,1,а сколько понтов то было божечки теперь поубавилось ,NEGATIVE,2024-04-23
@ЕленаЕлена-у2и,"Пересматриваю после того, как Блиновской огласили приговор. Какая же она неприятная особа. И она заслуживает, чтобы ее не уважать и презирать, за то, как она ранее себя вела. Бумеранг никто не отменял.",2025-03-11T10:00:32Z,3,пересматриваю после того как блиновской огласили приговор какая же она неприятная особа и она заслуживает чтобы ее не уважать и презирать за то как она ранее себя вела бумеранг никто не отменял,NEGATIVE,2024-04-12
@ИраМ-о9ы,Отвратительное поведение Блиновской,2025-03-11T09:58:45Z,3,отвратительное поведение блиновской,NEGATIVE,2024-04-17
@olgalutsenko7321,"Провокатор Собчак !
Блиновская достойно выплеснула свою агрессию на провокатора .",2025-03-11T09:19:19Z,0,"провокатор собчак 
блиновская достойно выплеснула свою агрессию на провокатора ",NEUTRAL,2024-04-30
@Сварупа,Какой же гадкий характер у блиновской .. пипец просто… очень даже понятно почему собчак ей отомстила,2025-03-11T06:20:08Z,3,какой же гадкий характер у блиновской  пипец просто очень даже понятно почему собчак ей отомстила,NEUTRAL,2024-04-15
@ИванИванов-б3о,Покупать продукт у такого эгоистичного нарцисса)))))) люди в своем уме не пошли бы к ней менять жизнь,2025-03-11T05:54:11Z,0,покупать продукт у такого эгоистичного нарцисса люди в своем уме не пошли бы к ней менять жизнь,NEGATIVE,2024-04-05
@Бодя-ц7д9й,"На ровном месте фартануло, но закапала себя сама.",2025-03-11T04:34:13Z,1,на ровном месте фартануло но закапала себя сама,NEUTRAL,2024-04-16
@СергСерг-е5й,"Есть советский мультик про бычка который всех посчитал,через сорок лет я понял что мультик был не про бычка",2025-03-10T21:31:08Z,0,есть советский мультик про бычка который всех посчиталчерез сорок лет я понял что мультик был не про бычка,NEUTRAL,2024-04-19
@neformalka86,"хабалка блиновская,в тюрьме ей самое место!колхоз",2025-03-10T20:21:16Z,4,хабалка блиновскаяв тюрьме ей самое местоколхоз,NEGATIVE,2024-04-20
@sofkavoronova5427,Ваххахаха!!! Ваххахахазаха!!!,2025-03-10T19:00:02Z,0,ваххахаха ваххахахазаха,POSITIVE,2024-04-16
@ИринаБухонова-р9е,смотрю 10.03.2025. Почему то тошнит,2025-03-10T18:30:50Z,0,смотрю  почему то тошнит,NEGATIVE,2024-04-22
@asia1117,Кто после вынесения приговора в 2025?,2025-03-10T15:44:15Z,7,кто после вынесения приговора в ,NEGATIVE,2024-04-28
@ritasalagaeva1889,Собчак на высоте!!! Великолепная работа!!!!,2025-03-10T13:41:07Z,0,собчак на высоте великолепная работа,NEUTRAL,2024-04-04
@Martiza999,Кошмар на улице вязов😅,2025-03-10T10:54:55Z,0,кошмар на улице вязов,NEGATIVE,2024-04-27
@Ирина-ц7я2б,"Довыделывалась, ну теперь 5 лет в колонии будет исполнять желания...",2025-03-10T09:21:39Z,4,довыделывалась ну теперь  лет в колонии будет исполнять желания,NEGATIVE,2024-04-14
@davidshalosh,"Я думал раньше, что Ксю самая мерзкая баба страны, оказывается, это Блиновская..
Фанаберия, пафос, хамство... при полной  - абсолютной никчёмности во всех аспектах, от внешности, до голоса, ума, пользы, вклада в благо...
Облапошила миллионы таких же никчёмных дур, как и сама.
Не жалко никого из них.",2025-03-10T08:10:04Z,6,"я думал раньше что ксю самая мерзкая баба страны оказывается это блиновская
фанаберия пафос хамство при полной   абсолютной никчёмности во всех аспектах от внешности до голоса ума пользы вклада в благо
облапошила миллионы таких же никчёмных дур как и сама
не жалко никого из них",NEGATIVE,2024-04-17
@NachnameVorname77,Да у нее по е&алу написано что она злыдня какая то. Неврастичка злобная,2025-03-10T00:18:24Z,5,да у нее по еалу написано что она злыдня какая то неврастичка злобная,NEUTRAL,2024-04-02
@roksanashahnazarova4429,Вот что будет если осмелишься захотеть плюнуть в рожу Собчак 😂 браво Ксения 👍 2025 Ленка в ресурсе за решоткой плюет себе в лицо 😂,2025-03-09T23:00:25Z,2,вот что будет если осмелишься захотеть плюнуть в рожу собчак  браво ксения   ленка в ресурсе за решоткой плюет себе в лицо ,NEUTRAL,2024-04-08
@ЕленаТимченко-ж7ч,"Особенно актуально к просмотру именно сейчас!  Кстения конечно Мега красота, как она себя красиво держит в руках, когда эта хабалка на каждом шагу вываливается истинное свое нутро.. у меня шок, кто же ей верил?! Как это могло произойти в таких масштабах?!!и еще на передачи пусть говорят, тут есть вставки, видно что она врет , как люди верили? Конечно хороший урок!",2025-03-09T21:21:33Z,1,особенно актуально к просмотру именно сейчас  кстения конечно мега красота как она себя красиво держит в руках когда эта хабалка на каждом шагу вываливается истинное свое нутро у меня шок кто же ей верил как это могло произойти в таких масштабахи еще на передачи пусть говорят тут есть вставки видно что она врет  как люди верили конечно хороший урок,NEUTRAL,2024-04-21
@ГульмираДауренбекова-н3й,"Я ПЕРЕСМАТРИВАЮ ЭТО ИНТЕРВЬЮ уже 5 раз   НА ФОНЕ ТОГО, ГДЕ СЕЙЧАС ЭТА БЛИНОВСКАЯ ...... 
БЛИНОВСКАЯ типичная невоспитанная ХАБАЛКА.....РЕЧЬ БАЗАРНОЙ ТУПОЙ ПОКАЗУШНОЙ БАБЫ......",2025-03-09T20:29:23Z,1,"я пересматриваю это интервью уже  раз   на фоне того где сейчас эта блиновская  
блиновская типичная невоспитанная хабалкаречь базарной тупой показушной бабы",NEGATIVE,2024-04-12
@КристинаШарипова-и9э,"Блиновская когда выйдет , скажет что она так загадывала",2025-03-09T20:24:56Z,2,блиновская когда выйдет  скажет что она так загадывала,NEUTRAL,2024-04-18
@mashapetriva5386,"Видно же было сразу, что она максимально тупая, не харизматичная злая бабища, как можно было добровольно отдавать ей свои деньги 😅",2025-03-09T19:01:45Z,5,видно же было сразу что она максимально тупая не харизматичная злая бабища как можно было добровольно отдавать ей свои деньги ,NEGATIVE,2024-04-02
@ilyanaavshinova8823,"Пригласила на др и думала, что подкупила Собчак, а не тут то было )",2025-03-09T18:26:59Z,2,пригласила на др и думала что подкупила собчак а не тут то было ,NEUTRAL,2024-04-17
@tatyanaideal376,"После вынесения приговора , интервью смотрится совсем по-другому. Куда делось надменное поведение сидя за решеткой? Куда делась вся её амплитуда бешенная . ?",2025-03-09T18:24:30Z,3,после вынесения приговора  интервью смотрится совсем подругому куда делось надменное поведение сидя за решеткой куда делась вся её амплитуда бешенная  ,NEGATIVE,2024-04-27
@ilyanaavshinova8823,"Манеры, конечно, у нее так себе. Ведет себя как обиженный подросток. А эта песня в конце - красноречивее многих моментов в интервью.",2025-03-09T18:24:15Z,2,манеры конечно у нее так себе ведет себя как обиженный подросток а эта песня в конце  красноречивее многих моментов в интервью,NEUTRAL,2024-04-21
@tatyanaideal376,"После вынесения приговора , интервью смотрится совсем по-другому.",2025-03-09T18:14:08Z,3,после вынесения приговора  интервью смотрится совсем подругому,NEGATIVE,2024-04-25
@lilyya6786,"Просто поразительно сколько дебилок несли деньги на этот марафон,,,большие деньги причем ,,,за такие деньги которые несли блиновской ,сколько желаний можно было себе купить этим дурам",2025-03-09T18:04:04Z,5,просто поразительно сколько дебилок несли деньги на этот марафонбольшие деньги причем за такие деньги которые несли блиновской сколько желаний можно было себе купить этим дурам,NEGATIVE,2024-04-13
@Svetlana-q6p,Кто тут в марте 2025. И все те глупцы которые защищали воровку. И не верили что она вор,2025-03-09T14:40:34Z,2,кто тут в марте  и все те глупцы которые защищали воровку и не верили что она вор,NEUTRAL,2024-04-07
@АннаТагирова-с9ъ,Раскулачили ее по полной ...,2025-03-09T14:33:37Z,4,раскулачили ее по полной ,NEUTRAL,2024-04-03
@robertaskupstys5585,Она ничем не отличается от Гитлера,2025-03-09T14:29:49Z,0,она ничем не отличается от гитлера,NEUTRAL,2024-04-22
@robertaskupstys5585,Потому что они считают что все люди глупые,2025-03-09T14:29:37Z,0,потому что они считают что все люди глупые,NEGATIVE,2024-04-22
@robertaskupstys5585,Путинские твари😢,2025-03-09T14:24:48Z,0,путинские твари,NEGATIVE,2024-04-09
@robertaskupstys5585,Две твари - это си,2025-03-09T14:23:50Z,0,две твари  это си,NEGATIVE,2024-04-01
@Lalalupsi_lala,"Посмотрела интервью чтобы узнать кто такая Блиновская, про которую последние новости.. и вот смотрю и понимаю, что травмированная неуровновешенная женщина каким то образом могла помогать? Я бы даже даром не взяла ее курс, настолько мерзкая личность!",2025-03-09T13:26:40Z,5,посмотрела интервью чтобы узнать кто такая блиновская про которую последние новости и вот смотрю и понимаю что травмированная неуровновешенная женщина каким то образом могла помогать я бы даже даром не взяла ее курс настолько мерзкая личность,NEGATIVE,2024-04-18
@Siberianwoman_,Дом личности повлиял конкретно судя по сегодняшним событиям….,2025-03-09T12:48:14Z,1,дом личности повлиял конкретно судя по сегодняшним событиям,NEUTRAL,2024-04-09
@amdamden4399,"kem ona sebja vozomnila?! uzas v tom, 4to mnogie ej verjat, a ona na nix grebet bablo...",2025-03-09T12:16:24Z,0,kem ona sebja vozomnila uzas v tom to mnogie ej verjat a ona na nix grebet bablo,NEGATIVE,2024-04-05
@Алёшка-ж2о,Раскулачили,2025-03-09T12:02:14Z,0,раскулачили,NEUTRAL,2024-04-17
@МарияМ-я6е,"Складывается впечатление, что Елена Блиновская - патологическая обманщица, раз она не осознаёт, что некоторые её истории крайне неправдоподобны. Многие люди склонны где-то приврать, но в случае с Блиновской очевидно, что какие-то из её рассказов выдуманы или сильно притянуты за уши.",2025-03-09T11:57:24Z,2,складывается впечатление что елена блиновская  патологическая обманщица раз она не осознаёт что некоторые её истории крайне неправдоподобны многие люди склонны гдето приврать но в случае с блиновской очевидно что какието из её рассказов выдуманы или сильно притянуты за уши,NEGATIVE,2024-04-19
@Алёшка-ж2о,Обломов Илья Ильич,2025-03-09T11:55:30Z,0,обломов илья ильич,NEGATIVE,2024-04-09
@Alli530,"Это на самом деле отличительный признак нарциссов: они начинают просто неадекватно вести себя и истерить, когда кто-то их обесценивает, ставит под сомнение их достоинства, противоречит им, что Собчак и делала все интервью. Блиновская живут в самом мирке, куда попадают только люди, которые ей восхищаются, и где она постепенно утратила чувство реальности. И тут бац человек, который смотрит критично, спорит с ней по любому поводу, да Блиновская просто в ярости была. Но при этом ею настолько утрачена критичность, что она решила это продемонстрировать на всю страну. Но мне вот например не хватило вопроса от Собчак о том, если она такой продвинутый психолог, то почему так по-хамски общается?",2025-03-09T11:47:51Z,1,это на самом деле отличительный признак нарциссов они начинают просто неадекватно вести себя и истерить когда ктото их обесценивает ставит под сомнение их достоинства противоречит им что собчак и делала все интервью блиновская живут в самом мирке куда попадают только люди которые ей восхищаются и где она постепенно утратила чувство реальности и тут бац человек который смотрит критично спорит с ней по любому поводу да блиновская просто в ярости была но при этом ею настолько утрачена критичность что она решила это продемонстрировать на всю страну но мне вот например не хватило вопроса от собчак о том если она такой продвинутый психолог то почему так похамски общается,NEGATIVE,2024-04-02
@МэриВэлл,Купила 10 дипломов и гордится 😅😅😅😅👎👎👎👎👎 колхозница,2025-03-09T11:30:12Z,2,купила  дипломов и гордится  колхозница,NEUTRAL,2024-04-16
@МэриВэлл,"Самое отстойное интервью, еле удалось досмотреть 🤮🤮🤮 как такому тупому быдлу люди отдавали свои кровные... загадка 🤔 надеюсь тюпьма ее вернет в реальность,и к 50 она достигнет желаемого 😅😅😅сидя в тюрьме",2025-03-09T11:18:24Z,2,самое отстойное интервью еле удалось досмотреть  как такому тупому быдлу люди отдавали свои кровные загадка  надеюсь тюпьма ее вернет в реальностьи к  она достигнет желаемого сидя в тюрьме,NEGATIVE,2024-04-25
@МэриВэлл,"Интересно смотреть сейчас первый раз, зная что эта высокомерная шапокляк сидит 😅",2025-03-09T11:01:21Z,0,интересно смотреть сейчас первый раз зная что эта высокомерная шапокляк сидит ,NEGATIVE,2024-04-28
@ЕкатеринаЗахарова-э5т,"Блиновская настолько была напряжена во время интерьевью, что появление беременной женщины с букетом довело ее до истерики. 😂",2025-03-09T05:29:48Z,2,блиновская настолько была напряжена во время интерьевью что появление беременной женщины с букетом довело ее до истерики ,NEUTRAL,2024-04-13
@kilkamix,"Смотрю первый раз и очень интересно, 4 года колонии в итоге, дай бог Ксении Анатольевне через лет 5 взять интервью у Блиновской и послушать её через рефлексию кичи, мне вот кажется что вот тогда мы услышим другую, уже наполненную опытом даму, женщину. И называется интервью будет: Роза за колючей ржавой проволокой. Вот тогда это будет психология, глубина, я уверен, будет поражать.",2025-03-09T04:57:13Z,1,смотрю первый раз и очень интересно  года колонии в итоге дай бог ксении анатольевне через лет  взять интервью у блиновской и послушать её через рефлексию кичи мне вот кажется что вот тогда мы услышим другую уже наполненную опытом даму женщину и называется интервью будет роза за колючей ржавой проволокой вот тогда это будет психология глубина я уверен будет поражать,NEUTRAL,2024-04-23
@ЕкатеринаЗахарова-э5т,"Это совсем разный уровень интеллекта, воспитания, психики. Восхищаюсь Собчак.",2025-03-09T04:29:29Z,4,это совсем разный уровень интеллекта воспитания психики восхищаюсь собчак,POSITIVE,2024-04-26
@sneja5210,"2025г, имущество продано, налоги на 800 млн оплачены, дети подросли, приговор вынесен, 5 лет лишения свободы, 2 года СИЗО зачли. Так вот он какой ""марафон желаний""",2025-03-08T22:21:47Z,4,г имущество продано налоги на  млн оплачены дети подросли приговор вынесен  лет лишения свободы  года сизо зачли так вот он какой марафон желаний,NEGATIVE,2024-04-15
@Juk-te1gp,"01:28:53 как в воду глядела🤔 есть воля, а есть неволя 🫠",2025-03-08T21:04:51Z,0, как в воду глядела есть воля а есть неволя ,NEUTRAL,2024-04-14
@helendaniel72,"Смотрю в 2025. У нас что действительно такие тупые люди, чтобы слушать эту злобную тетку да еще и деньги за это нести? Ксении - уважение за профессионализм и терпение.",2025-03-08T17:47:13Z,4,смотрю в  у нас что действительно такие тупые люди чтобы слушать эту злобную тетку да еще и деньги за это нести ксении  уважение за профессионализм и терпение,NEGATIVE,2024-04-05
@sauleyussupova2511,"Тот момент, когда уверенно можно сквзать допизделась и довыебывалась😂😂😂",2025-03-08T15:52:16Z,1,тот момент когда уверенно можно сквзать допизделась и довыебывалась,NEGATIVE,2024-05-01
@PreobragenieMariaS,"Елена живёт из сознания творца, просто делает то что в кайф. Собчак живёт из сознания Воина в переходе в Торговца, все нужно посчитать, везде по***ить, все в цифры, в круто перевести.",2025-03-08T15:24:56Z,0,елена живёт из сознания творца просто делает то что в кайф собчак живёт из сознания воина в переходе в торговца все нужно посчитать везде поить все в цифры в круто перевести,NEUTRAL,2024-04-17
@PreobragenieMariaS,"Гениально: может вы и гребете а я живу, блин разговор масштабного Дракона Елены с Девченкой Ксенией, которой еще топать и топать, что бы понять те простые истины о которых говорит Елена",2025-03-08T15:22:08Z,0,гениально может вы и гребете а я живу блин разговор масштабного дракона елены с девченкой ксенией которой еще топать и топать что бы понять те простые истины о которых говорит елена,NEGATIVE,2024-04-29
@PreobragenieMariaS,"Гениально: может вы и гребете а я живу, блин разговор масштабного Дракона Елены с Девченкой Ксенией, которой еще топать и топать, что бы понять те простые истины о которых говорит Елена",2025-03-08T14:21:38Z,0,гениально может вы и гребете а я живу блин разговор масштабного дракона елены с девченкой ксенией которой еще топать и топать что бы понять те простые истины о которых говорит елена,NEGATIVE,2024-04-01
@PreobragenieMariaS,"Ребята я бы очень хотела посмотреть на вас, в такой сидуации, если бы то, что для вас важно, унизили. Агрессия это нормальная и адекватная эмоция, которая поднимается в тот момент, когда тому что нам дорого угрожают. И если большинство людей растирают говно по голове, Елена тут же отпросила какашку, которую в неё метнули. Вот почему то Собчак никто не осудил за то, что она говница на вентилятор накидывает. И некорректно говорит о продуктах Елены, ломать не строить. Психология не учит подавлять эмоции, она учит их грамотно и своевременно использовать. А вот это девочки не агрессируют и гуру не злятся - это про то как кто то сам живёт в образе «хороших мальчиков зайчиков» и «девочек-припевочек» и других хочет вогнать в эти рамки. А у Елены здоровая реакция обидели-дала отпор, дистанцировалась. Что бы в следующий раз корректно слова подбирала. Молодец, что не проглотила. Благодарю за пример. Королева. Не просто учитель который учит по шаблону, а живой и эмоционально открытый человек. Который не стесняется ни защищать себя, не проявлять свои эмоции.❤",2025-03-08T14:07:18Z,0,ребята я бы очень хотела посмотреть на вас в такой сидуации если бы то что для вас важно унизили агрессия это нормальная и адекватная эмоция которая поднимается в тот момент когда тому что нам дорого угрожают и если большинство людей растирают говно по голове елена тут же отпросила какашку которую в неё метнули вот почему то собчак никто не осудил за то что она говница на вентилятор накидывает и некорректно говорит о продуктах елены ломать не строить психология не учит подавлять эмоции она учит их грамотно и своевременно использовать а вот это девочки не агрессируют и гуру не злятся  это про то как кто то сам живёт в образе хороших мальчиков зайчиков и девочекприпевочек и других хочет вогнать в эти рамки а у елены здоровая реакция обиделидала отпор дистанцировалась что бы в следующий раз корректно слова подбирала молодец что не проглотила благодарю за пример королева не просто учитель который учит по шаблону а живой и эмоционально открытый человек который не стесняется ни защищать себя не проявлять свои эмоции,NEGATIVE,2024-04-12
@ПарамонПряников,Все хорошо что хорошо кончается. Этой мерзоте на нарах самое место.,2025-03-08T13:22:05Z,3,все хорошо что хорошо кончается этой мерзоте на нарах самое место,POSITIVE,2024-04-27
@SergejCaluk,"Да кстате надо еще Собчак к ней в камеру кинуть чтобы скучно не было , там также хорошо было бы все проверить на налоги👆💪",2025-03-08T10:53:39Z,0,да кстате надо еще собчак к ней в камеру кинуть чтобы скучно не было  там также хорошо было бы все проверить на налоги,NEGATIVE,2024-04-17
@SergejCaluk,Как закинуть бабла на счёт блиновской? Хочу продать квартиру и помарафонить🤣🤣🤣,2025-03-08T10:49:44Z,2,как закинуть бабла на счёт блиновской хочу продать квартиру и помарафонить,NEGATIVE,2024-04-19
@andstill3209,"Я один смотрю это, после того как её посадили?",2025-03-08T09:59:55Z,7,я один смотрю это после того как её посадили,NEUTRAL,2024-04-26
@АидаБаясова,Как говорит Блиновская. Кто проходил её марафон.  Тот получил что хотел. От этого вопрос. Блиновская тоже получила то что хотела 😅😂😂😂,2025-03-08T09:45:10Z,0,как говорит блиновская кто проходил её марафон  тот получил что хотел от этого вопрос блиновская тоже получила то что хотела ,POSITIVE,2024-04-23
@aliya-jo3pi,"Мне интересно что она людям дала,кроме того как брать",2025-03-08T09:30:26Z,1,мне интересно что она людям далакроме того как брать,NEUTRAL,2024-04-04
@alenaminsk2014,"Смотрела 3 года назад....
Эта Блиновская ужасная и высокомерная 
Но
15 млн просмотров 
288 тыс лайков 
5 лет тюрьмы 
Вот это поворот

Решила пересмотреть
2025",2025-03-08T09:07:28Z,2,"смотрела  года назад
эта блиновская ужасная и высокомерная 
но
 млн просмотров 
 тыс лайков 
 лет тюрьмы 
вот это поворот

решила пересмотреть
",NEGATIVE,2024-04-14
@victoriandreeva9636,"Я никогда не слышала про мадам Блиновскую но вчера мне попалось это интервью и естественно я поинтересовалась кто есть эта особа. Крайне не приятный человек. Наглая и уверенная что она схватила Бога за бороду. То что с ней случилось это закономерно.  Что касается Собчак Ксении Анатольевны я лично с ней не знакома, но всегда я ее считала одной из умнейших женщин современности. И дело не в ее знаменитом отце или ее состоянии. Она очень харазматичная и образованная это и вызывает симпатию к ней",2025-03-08T09:03:35Z,2,я никогда не слышала про мадам блиновскую но вчера мне попалось это интервью и естественно я поинтересовалась кто есть эта особа крайне не приятный человек наглая и уверенная что она схватила бога за бороду то что с ней случилось это закономерно  что касается собчак ксении анатольевны я лично с ней не знакома но всегда я ее считала одной из умнейших женщин современности и дело не в ее знаменитом отце или ее состоянии она очень харазматичная и образованная это и вызывает симпатию к ней,NEUTRAL,2024-04-27
